-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
-46.591723 -163.242613,-23.916127 -133.818363,2.646436 -113.983020,28.893014 -93.224297,49.917448 -59.977154,53.535133 -6.288374,36.058276 33.702359,10.644897 56.650503,-16.174535 75.826340,-40.670072 100.928781,-54.851713 145.740542,-39.898885 -91.440698,-15.232781 -66.760135,11.597559 -47.610339,36.880207 -24.325311,53.839810 16.530957,49.369646 69.910290,28.003974 102.433681,1.684937 122.998337,-24.826043 142.967756,-47.228476 173.010835,-54.695722 -135.402602,-32.218399 -21.861136,-6.335521 -0.262652,20.396230 19.180343,44.046129 46.520968,55.140305 95.190739,43.331362 143.098919,19.466316 169.921506,-7.293549 -170.713752,-33.075010 -148.854046,-52.186980 -112.002771,-51.753673 -57.904177,-23.916127 46.181637,2.646436 66.016980,28.893014 86.775703,49.917448 120.022846,53.535133 173.711626,36.058276 -146.297641,10.644897 -123.349497,-16.174535 -104.173660,-40.670072 -79.071219,-54.851713 -34.259458,-46.591723 16.757387,-15.232781 113.239865,11.597559 132.389661,36.880207 155.674689,53.839810 -163.469043,49.369646 -110.089710,28.003974 -77.566319,1.684937 -57.001663,-24.826043 -37.032244,-47.228476 -6.989165,-54.695722 44.597398,-39.898885 88.559302,-6.335521 179.737348,20.396230 -160.819657,44.046129 -133.479032,55.140305 -84.809261,43.331362 -36.901081,19.466316 -10.078494,-7.293549 9.286248,-33.075010 31.145954,-52.186980 67.997229,-51.753673 122.095823,-32.218399 158.138864
-45.566636 -161.219754,-22.491733 -132.714466,4.141902 -113.063578,30.264944 -91.975451,50.725314 -57.560947,53.002378 -3.518352,34.761923 35.140397,9.159389 57.597957,-17.634801 76.836441,-41.846678 102.634391,-55.028914 148.742151,-38.676886 -89.838036,-13.762561 -65.776183,13.076535 -46.644905,38.140669 -22.800750,54.253212 19.409468,48.475076 72.185171,26.609802 103.625111,0.188365 123.914339,-26.232868 144.117174,-48.182933 175.167274,-54.388624 -132.461630,-30.871614 -20.558963,-4.842862 0.662684,21.836444 20.250511,45.129043 48.440240,55.072822 98.229164,42.191616 144.898006,18.012969 170.956485,-8.782112 -169.777840,-34.393219 -147.480919,-52.808461 -109.342875,-51.029032 -55.377774,-22.491733 47.285534,4.141902 66.936422,30.264944 88.024549,50.725314 122.439053,53.002378 176.481648,34.761923 -144.859603,9.159389 -122.402043,-17.634801 -103.163559,-41.846678 -77.365609,-55.028914 -31.257849,-45.566636 18.780246,-13.762561 114.223817,13.076535 133.355095,38.140669 157.199250,54.253212 -160.590532,48.475076 -107.814829,26.609802 -76.374889,0.188365 -56.085661,-26.232868 -35.882826,-48.182933 -4.832726,-54.388624 47.538370,-38.676886 90.161964,-4.842862 -179.337316,21.836444 -159.749489,45.129043 -131.559760,55.072822 -81.770836,42.191616 -35.101994,18.012969 -9.043515,-8.782112 10.222160,-34.393219 32.519081,-52.808461 70.657125,-51.029032 124.622226,-30.871614 159.441037
-44.502422 -159.274849,-21.057802 -131.635409,5.635999 -112.140167,31.621802 -90.688138,51.475871 -55.059144,52.400953 -0.823116,33.445875 36.530033,7.670672 58.536508,-19.088109 77.864800,-42.992761 104.407212,-55.125281 151.765079,-37.429908 -88.293518,-12.287131 -64.805912,14.550738 -45.666414,39.376929 -21.219091,54.590431 22.342938,47.532135 74.375045,25.203500 104.784906,-1.308190 124.830106,-27.627748 145.297345,-49.090296 177.407627,-54.004986 -129.571601,-29.509158 -19.296203,-3.348423 1.583498,23.267612 21.344757,46.173821 50.436841,54.923641 101.250566,41.020552 146.628362,16.552611 171.972565,-10.267452 -168.833533,-35.692152 -146.060620,-53.362782 -106.607004,-50.246070 -52.935806,-21.057802 48.364591,5.635999 67.859833,31.621802 89.311862,51.475871 124.940856,52.400953 179.176884,33.445875 -143.469967,7.670672 -121.463492,-19.088109 -102.135200,-42.992761 -75.592788,-55.125281 -28.234921,-44.502422 20.725151,-12.287131 115.194088,14.550738 134.333586,39.376929 158.780909,54.590431 -157.657062,47.532135 -105.624955,25.203500 -75.215094,-1.308190 -55.169894,-27.627748 -34.702655,-49.090296 -2.592373,-54.004986 50.428399,-37.429908 91.706482,-3.348423 -178.416502,23.267612 -158.655243,46.173821 -129.563159,54.923641 -78.749434,41.020552 -33.371638,16.552611 -8.027435,-10.267452 11.166467,-35.692152 33.939380,-53.362782 73.392996,-50.246070 127.064194,-29.509158 160.703797
-43.401824 -157.404932,-19.615151 -130.579133,7.128192 -111.211348,32.962328 -89.359550,52.165665 -52.473407,51.734124 1.792512,32.111624 37.874364,6.179307 59.467655,-20.533741 78.913278,-44.105949 106.250623,-55.140140 154.796748,-36.159793 -86.803781,-10.807106 -63.847697,16.019536 -44.673201,40.587043 -19.576899,54.849259 25.321325,46.544029 76.481589,23.786052 105.915437,-2.804207 125.747046,-29.009662 146.510704,-49.947316 179.733084,-53.547235 -126.741637,-28.132230 -18.070140,-1.852731 2.501213,24.688883 22.465205,47.177592 52.513591,54.693803 104.242574,39.820463 148.293446,15.085943 172.971558,-11.749001 -167.879311,-36.970256 -144.589998,-53.846834 -103.800892,-49.408195 -50.579235,-19.615151 49.420867,7.128192 68.788652,32.962328 90.640450,52.165665 127.526593,51.734124 -178.207488,32.111624 -142.125636,6.179307 -120.532345,-20.533741 -101.086722,-44.105949 -73.749377,-55.140140 -25.203252,-43.401824 22.595068,-10.807106 116.152303,16.019536 135.326799,40.587043 160.423101,54.849259 -154.678675,46.544029 -103.518411,23.786052 -74.084563,-2.804207 -54.252954,-29.009662 -33.489296,-49.947316 -0.266916,-53.547235 53.258363,-36.159793 93.196219,-1.852731 -177.498787,24.688883 -157.534795,47.177592 -127.486409,54.693803 -75.757426,39.820463 -31.706554,15.085943 -7.028442,-11.749001 12.120689,-36.970256 35.410002,-53.846834 76.199108,-49.408195 129.420765,-28.132230 161.929860
-42.267430 -155.606806,-18.164551 -129.543671,8.617937 -110.275664,34.285168 -87.986754,52.791279 -49.806661,51.005282 4.325117,30.760559 39.176366,4.685841 60.392867,-21.970938 79.983811,-45.183714 108.167880,-55.073389 157.824334,-34.868255 -85.365537,-9.323079 -62.899960,17.482270 -43.663546,41.768927 -17.870700,55.027943 28.333426,45.513834 78.507050,22.358385 107.018968,-4.299164 126.666567,-30.377520 147.759801,-50.750656 -177.855972,-53.018138 -123.979462,-26.741946 -16.878178,-0.356311 3.417244,26.099352 23.614081,48.137335 54.672911,54.384880 107.193619,38.593486 149.896734,13.613632 173.955212,-13.226172 -166.913613,-38.225861 -143.065803,-54.257745 -100.931739,-48.518772 -48.308008,-18.164551 50.456329,8.617937 69.724336,34.285168 92.013246,52.791279 130.193339,51.005282 -175.674883,30.760559 -140.823634,4.685841 -119.607133,-21.970938 -100.016189,-45.183714 -71.832120,-55.073389 -22.175666,-42.267430 24.393194,-9.323079 117.100040,17.482270 136.336454,41.768927 162.129300,55.027943 -151.666574,45.513834 -101.492950,22.358385 -72.981032,-4.299164 -53.333433,-30.377520 -32.240199,-50.750656 2.144028,-53.018138 56.020538,-34.868255 94.634463,-0.356311 -176.582756,26.099352 -156.385919,48.137335 -125.327089,54.384880 -72.806381,38.593486 -30.103266,13.613632 -6.044788,-13.226172 13.086387,-38.225861 36.934197,-54.257745 79.068261,-48.518772 131.691992,-26.741946 163.121822
-41.101668 -153.877132,-16.706736 -128.527136,10.104678 -109.331625,35.588868 -86.566697,53.349393 -47.063205,50.217873 6.772594,29.393974 40.438895,3.190811 61.313589,-23.398900 81.078424,-46.223368 110.162044,-54.925493 160.835127,-33.556888 -83.975600,-7.835625 -61.961166,18.938252 -42.635660,42.920346 -16.097023,55.125244 31.367126,44.444477 80.454118,20.921368 108.097658,-5.792532 127.590092,-31.730152 149.047308,-51.496918 -175.360116,-52.420727 -121.291345,-25.339354 -15.717843,1.140315 4.332998,27.498057 24.793716,49.049888 56.916703,53.998922 110.093212,37.341616 151.441681,12.136321 174.925208,-14.698361 -165.934832,-39.457171 -141.484695,-54.592955 -98.008168,-47.581086 -46.121212,-16.706736 51.472864,10.104678 70.668375,35.588868 93.433303,53.349393 132.936795,50.217873 -173.227406,29.393974 -139.561105,3.190811 -118.686411,-23.398900 -98.921576,-46.223368 -69.837956,-54.925493 -19.164873,-41.101668 26.122868,-7.835625 118.038834,18.938252 137.364340,42.920346 163.902977,55.125244 -148.632874,44.444477 -99.545882,20.921368 -71.902342,-5.792532 -52.409908,-31.730152 -30.952692,-51.496918 4.639884,-52.420727 58.708655,-33.556888 96.024400,1.140315 -175.667002,27.498057 -155.206284,49.049888 -123.083297,53.998922 -69.906788,37.341616 -28.558319,12.136321 -5.074792,-14.698361 14.065168,-39.457171 38.515305,-54.592955 81.991832,-47.581086 133.878788,-25.339354 164.282157
-39.906811 -152.212488,-15.242403 -127.527716,11.587846 -108.377710,36.871866 -85.096208,53.836854 -44.248797,49.375345 9.134009,28.013074 41.664678,1.694749 62.231246,-24.816781 82.199234,-47.222069 112.235887,-54.697478 163.816886,-32.227175 -82.630891,-6.345301 -61.029818,20.386758 -41.587680,44.038908 -14.252449,55.140476 34.409706,43.338727 82.325806,19.475821 109.153572,-7.283779 128.519055,-33.066305 150.376018,-52.182690 -172.781032,-51.758225 -118.682099,-23.925434 -14.586769,2.636626 5.249880,28.883971 26.006554,49.911969 59.246205,53.538393 112.932147,36.066708 152.931682,10.654626 175.883176,-16.164938 -164.941308,-40.662261 -139.843270,-54.850287 -95.040124,-46.598310 -44.017222,-15.242403 52.472284,11.587846 71.622290,36.871866 94.903792,53.836854 135.751203,49.375345 -170.865991,28.013074 -138.335322,1.694749 -117.768754,-24.816781 -97.800766,-47.222069 -67.764113,-54.697478 -16.183114,-39.906811 27.787512,-6.345301 118.970182,20.386758 138.412320,44.038908 165.747551,55.140476 -145.590294,43.338727 -97.674194,19.475821 -70.846428,-7.283779 -51.480945,-33.066305 -29.623982,-52.182690 7.218968,-51.758225 61.317901,-32.227175 97.369109,2.636626 -174.750120,28.883971 -153.993446,49.911969 -120.753795,53.538393 -67.067853,36.066708 -27.068318,10.654626 -4.116824,-16.164938 15.058692,-40.662261 40.156730,-54.850287 84.959876,-46.598310 135.982778,-23.925434 165.413231
-38.684983 -150.609432,-13.772219 -126.543669,13.066852 -107.412357,38.132480 -83.572010,54.250747 -41.370678,48.481103 11.409451,26.618985 42.856324,0.198179 63.147254,-26.223680 83.348459,-48.176824 114.391781,-54.390890 166.758160,-30.880498 -81.328451,-4.852657 -60.104448,21.827028 -40.517664,45.122063 -12.333674,55.073532 37.448201,42.199194 84.125356,18.022523 110.188681,-8.772361 129.454917,-34.384636 151.748846,-52.804600 -170.121651,-51.033977 -116.155148,-22.501106 -13.482702,4.132100 6.169301,30.255996 27.255157,50.720199 61.661848,53.006099 115.702641,34.770489 154.370048,9.169141 176.830695,-17.625247 -163.931321,-41.839059 -138.138089,-55.028014 -92.038695,-45.573489 -41.993842,-13.772219 53.456331,13.066852 72.587643,38.132480 96.427990,54.250747 138.629322,48.481103 -168.590549,26.618985 -137.143676,0.198179 -116.852746,-26.223680 -96.651541,-48.176824 -65.608219,-54.390890 -13.241840,-38.684983 29.390568,-4.852657 119.895552,21.827028 139.482336,45.122063 167.666326,55.073532 -142.551799,42.199194 -95.874644,18.022523 -69.811319,-8.772361 -50.545083,-34.384636 -28.251154,-52.804600 9.878349,-51.033977 63.844852,-30.880498 98.671549,4.132100 -173.830699,30.255996 -152.744843,50.720199 -118.338152,53.006099 -64.297359,34.770489 -25.629952,9.169141 -3.169305,-17.625247 16.068679,-41.839059 41.861911,-55.028014 87.961305,-45.573489 138.006158,-22.501106 166.517298
-37.438163 -149.064545,-12.296822 -125.573314,14.541088 -106.433957,39.368905 -81.990736,54.588473 -38.437537,47.538468 13.599878,25.212759 44.016318,-1.298378 64.063019,-27.618642 84.528420,-49.084506 116.631579,-54.007746 169.648554,-29.518141 -80.065442,-3.358227 -59.183610,23.258259 -39.423582,46.167100 -10.337590,54.924883 40.469756,41.028328 85.856152,16.562209 111.204879,-10.257724 130.399164,-35.683701 153.168826,-53.359372 -167.386260,-50.251386 -113.712622,-21.067234 -12.403489,5.626207 7.092682,31.612956 28.542209,51.471143 64.163094,52.405113 118.398385,33.454565 155.759991,7.680444 177.769299,-19.078604 -162.903087,-42.985350 -136.365720,-55.124914 -89.015866,-44.509522 -40.048435,-12.296822 54.426686,14.541088 73.566043,39.368905 98.009264,54.588473 141.562463,47.538468 -166.400122,25.212759 -135.983682,-1.298378 -115.936981,-27.618642 -95.471580,-49.084506 -63.368421,-54.007746 -10.351446,-37.438163 30.935455,-3.358227 120.816390,23.258259 140.576418,46.167100 169.662410,54.924883 -139.530244,41.028328 -94.143848,16.562209 -68.795121,-10.257724 -49.600836,-35.683701 -26.831174,-53.359372 12.613740,-50.251386 66.287378,-29.518141 99.934558,5.626207 -172.907318,31.612956 -151.457791,51.471143 -115.836906,52.405113 -61.601615,33.454565 -24.240009,7.680444 -2.230701,-19.078604 17.096913,-42.985350 43.634280,-55.124914 90.984134,-44.509522 139.951565,-21.067234 167.596511
-36.168193 -147.574459,-10.816825 -124.615025,16.009923 -105.440847,40.579198 -80.348953,54.847821 -35.459408,46.550649 15.706961,23.795381 45.147033,-2.794400 64.979946,-29.000645 85.741553,-49.941868 118.956476,-53.550472 172.478938,-28.141303 -78.839146,-1.862542 -58.265878,24.679597 -38.303313,47.171150 -8.261375,54.695570 43.461995,39.828422 87.521651,15.095579 112.203979,-11.739299 131.353316,-36.961946 154.639107,-53.843895 -164.580588,-49.413861 -111.355490,-19.624637 -11.347070,7.118414 8.021460,32.953593 29.870517,52.161347 66.748289,51.738703 121.014547,32.120429 157.104609,6.189094 178.700490,-20.524288 -161.854748,-44.098762 -134.522783,-55.140309 -85.984213,-43.409154 -38.178037,-10.816825 55.384975,16.009923 74.559153,40.579198 99.651047,54.847821 144.540592,46.550649 -164.293039,23.795381 -134.852967,-2.794400 -115.020054,-29.000645 -94.258447,-49.941868 -61.043524,-53.550472 -7.521062,-36.168193 32.425541,-1.862542 121.734122,24.679597 141.696687,47.171150 171.738625,54.695570 -136.538005,39.828422 -92.478349,15.095579 -67.796021,-11.739299 -48.646684,-36.961946 -25.360893,-53.843895 15.419412,-49.413861 68.644510,-28.141303 101.160854,7.118414 -171.978540,32.953593 -150.129483,52.161347 -113.251711,51.738703 -58.985453,32.120429 -22.895391,6.189094 -1.299510,-20.524288 18.145252,-44.098762 45.477217,-55.140309 94.015787,-43.409154 141.821963,-19.624637 168.652930
-34.876790 -146.135888,-9.332823 -123.667224,17.472699 -104.431305,41.761274 -78.643185,55.027035 -32.447490,45.520720 17.732946,22.367778 46.250734,-4.289365 65.899446,-30.368599 86.990408,-50.745570 121.366860,-53.021833 175.241580,-26.751104 -77.646969,-0.366125 -57.349841,26.090140 -37.154631,48.131192 -6.102602,54.387159 46.413344,38.601615 89.125334,13.623304 113.187727,-13.216502 132.318933,-38.217704 156.162940,-54.255294 -161.711821,-48.524765 -109.083705,-18.174087 -10.311478,8.608177 8.957094,34.276554 31.243013,52.787393 69.414516,51.010256 123.547705,30.769470 158.406880,4.695639 179.625736,-21.961543 -160.784366,-45.176768 -132.606020,-55.074091 -82.956559,-42.274973 -36.379451,-9.332823 56.332776,17.472699 75.568695,41.761274 101.356815,55.027035 147.552510,45.520720 -162.267054,22.367778 -133.749266,-4.289365 -114.100554,-30.368599 -93.009592,-50.745570 -58.633140,-53.021833 -4.758420,-34.876790 33.864112,-0.366125 122.650159,26.090140 142.845369,48.131192 173.897398,54.387159 -133.586656,38.601615 -90.874666,13.623304 -66.812273,-13.216502 -47.681067,-38.217704 -23.837060,-54.255294 18.288179,-48.524765 70.916295,-26.751104 102.353031,8.608177 -171.042906,34.276554 -148.756987,52.787393 -110.585484,51.010256 -56.452295,30.769470 -21.593120,4.695639 -0.374264,-21.961543 19.215634,-45.176768 47.393980,-55.074091 97.043441,-42.274973 143.620549,-18.174087 169.688522
-33.565548 -144.745644,-7.845388 -122.728377,18.928728 -103.403544,42.912900 -76.869962,55.124873 -29.413891,44.451611 19.680519,20.930819 47.329581,-5.782746 66.822939,-31.721334 88.277654,-51.492217 123.862163,-52.424860 177.930200,-25.348590 -76.486434,1.130502 -56.434090,27.488926 -35.975205,49.044065 -3.859370,54.001699 49.313306,37.349902 90.670652,12.146024 114.157808,-14.688725 133.297623,-39.449181 157.743664,-54.591008 -158.788575,-47.587385 -106.896360,-16.716317 -9.294825,10.094940 9.901073,35.580385 32.662750,53.345960 72.157486,50.223219 125.995744,29.402983 159.669658,3.200619 -179.453518,-23.389568 -159.689917,-46.216681 -130.612370,-54.926725 -79.945615,-41.109409 -34.649339,-7.845388 57.271623,18.928728 76.596456,42.912900 103.130038,55.124873 150.586109,44.451611 -160.319481,20.930819 -132.670419,-5.782746 -113.177061,-31.721334 -91.722346,-51.492217 -56.137837,-52.424860 -2.069800,-33.565548 35.254356,1.130502 123.565910,27.488926 144.024795,49.044065 176.140630,54.001699 -130.686694,37.349902 -89.329348,12.146024 -65.842192,-14.688725 -46.702377,-39.449181 -22.256336,-54.591008 21.211425,-47.587385 73.103640,-25.348590 103.513566,10.094940 -170.098927,35.580385 -147.337250,53.345960 -107.842514,50.223219 -54.004256,29.402983 -20.330342,3.200619 0.546482,-23.389568 20.310083,-46.216681 49.387630,-54.926725 100.054385,-41.109409 145.350661,-16.716317 170.705175
-32.235952 -143.400649,-6.355082 -121.796985,20.377286 -102.355702,44.031686 -75.025863,55.140644 -26.371326,43.346090 21.552691,19.485326 48.385637,-7.274008 67.751862,-33.057600 89.606084,-52.178398 126.440710,-51.762774 -179.460024,-23.934741 -75.355176,2.626817 -55.517220,28.874927 -34.762593,49.906487 -1.530431,53.541650 52.152666,36.075139 92.161002,10.664355 115.115850,-16.155341 134.291045,-40.654448 159.384682,-54.848857 -155.820788,-46.604894 -104.791834,-15.252025 -8.295298,11.578133 10.854918,36.863524 34.132898,53.833894 74.971451,49.381042 128.357724,28.022173 160.895674,1.704562 -178.535845,-24.807518 -158.569286,-47.215660 -128.539058,-54.699231 -76.963627,-39.914736 -32.984280,-6.355082 58.203015,20.377286 77.644298,44.031686 104.974137,55.140644 153.628674,43.346090 -158.447309,19.485326 -131.614363,-7.274008 -112.248138,-33.057600 -90.393916,-52.178398 -53.559290,-51.762774 0.539976,-32.235952 36.599351,2.626817 124.482780,28.874927 145.237407,49.906487 178.469569,53.541650 -127.847334,36.075139 -87.838998,10.664355 -64.884150,-16.155341 -45.708955,-40.654448 -20.615318,-54.848857 24.179212,-46.604894 75.208166,-23.934741 104.644824,11.578133 -169.145082,36.863524 -145.867102,53.833894 -105.028549,49.381042 -51.642276,28.022173 -19.104326,1.704562 1.464155,-24.807518 21.430714,-47.215660 51.460942,-54.699231 103.036373,-39.914736 147.015720,-15.252025 171.704702
-30.889381 -142.097941,-4.862451 -120.871580,21.817613 -101.285837,45.115081 -73.107585,55.074237 -23.332763,42.206771 23.352703,18.032076 49.420877,-8.762609 68.687674,-34.376053 90.978613,-52.800738 129.099577,-51.038920 -176.932525,-22.510477 -74.250939,4.122297 -54.597820,30.247046 -33.514233,50.715082 0.884647,53.009817 54.923630,34.779055 93.599697,9.178893 116.063432,-17.615693 135.300918,-41.831439 161.089433,-55.027111 -152.819541,-45.580339 -102.767934,-13.781877 -7.311156,13.057168 11.820191,38.124291 35.656733,54.248278 77.849179,48.487128 130.633728,26.628167 162.087535,0.207993 -177.619831,-26.214493 -157.420255,-48.170714 -126.383708,-54.393152 -74.022053,-38.693078 -31.380832,-4.862451 59.128420,21.817613 78.714163,45.115081 106.892415,55.074237 156.667237,42.206771 -156.647297,18.032076 -130.579123,-8.762609 -111.312326,-34.376053 -89.021387,-52.800738 -50.900423,-51.038920 3.067475,-30.889381 37.902059,4.122297 125.402180,30.247046 146.485767,50.715082 -179.115353,53.009817 -125.076370,34.779055 -86.400303,9.178893 -63.936568,-17.615693 -44.699082,-41.831439 -18.910567,-55.027111 27.180459,-45.580339 77.232066,-22.510477 105.749061,13.057168 -168.179809,38.124291 -144.343267,54.248278 -102.150821,48.487128 -49.366272,26.628167 -17.912465,0.207993 2.380169,-26.214493 22.579745,-48.170714 53.616292,-54.393152 105.977947,-38.693078 148.619168,-13.781877 172.688844
-29.527123 -140.834682,-3.368031 -119.950717,23.248905 -100.191920,46.160378 -71.112018,54.926122 -20.311056,41.036103 25.083938,16.571806 50.437192,-10.247995 69.631861,-35.675248 92.398274,-53.355960 131.834486,-50.256701 -174.489441,-21.076666 -73.171570,5.616415 -53.674470,31.604110 -32.227442,51.466413 3.385336,52.409271 57.619882,33.463255 94.989947,7.690215 117.002090,-19.069098 136.329027,-42.977938 162.861352,-55.124543 -149.796812,-44.516620 -100.822025,-12.306512 -6.340717,14.531438 12.798501,39.360880 37.237621,54.586511 80.781991,47.544800 132.824707,25.222017 163.247728,-1.288566 -176.704069,-27.609536 -156.240503,-49.078715 -124.144465,-54.010502 -71.131294,-37.446416 -29.835574,-3.368031 60.049283,23.248905 79.808080,46.160378 108.887982,54.926122 159.688944,41.036103 -154.916062,16.571806 -129.562808,-10.247995 -110.368139,-35.675248 -87.601726,-53.355960 -48.165514,-50.256701 5.510559,-29.527123 39.165318,5.616415 126.325530,31.604110 147.772558,51.466413 -176.614664,52.409271 -122.380118,33.463255 -85.010053,7.690215 -62.997910,-19.069098 -43.670973,-42.977938 -17.138648,-55.124543 30.203188,-44.516620 79.177975,-21.076666 106.828430,14.531438 -167.201499,39.360880 -142.762379,54.586511 -99.218009,47.544800 -47.175293,25.222017 -16.752272,-1.288566 3.295931,-27.609536 23.759497,-49.078715 55.855535,-54.010502 108.868706,-37.446416 150.164426,-12.306512 173.659283
